9902214	2	0.96	9902212	22	0	0	0					
9902214	2	0.02	2112	211	0	0	0					
9902214	2	0.02	2212	111	0	0	0					
9902114	N(2700)0	2.612	0.35	14	1	0	0	0	0.5	-0.5	0	3
9902114	2	0.96	9902112	22	0	0	0					
9902114	2	0.02	2112	111	0	0	0					
9902114	2	0.02	2212	-211	0	0	0					
-9902114	Anti-N(2700)0	2.612	0.35	14	-1	0	0	0	0.5	0.5	0	3
-9902114	2	0.96	-9902112	22	0	0	0					
-9902114	2	0.02	-2212	211	0	0	0					
-9902114	2	0.02	-2112	111	0	0	0					
-9902214	Anti-N(2700)+	2.612	0.35	14	-1	0	0	0	0.5	-0.5	-1	3
-9902214	2	0.96	-9902212	22	0	0	0					
-9902214	2	0.02	-2212	111	0	0	0					
-9902214	2	0.02	-2112	-211	0	0	0					
9902212	N(2600)+	2.6	0.65	12	1	0	0	0	0.5	0.5	1	3
9902212	2	0.925	9882212	22	0	0	0					
9902212	2	0.0375	2112	211	0	0	0					
9902212	2	0.0375	2212	111	0	0	0					
9902112	N(2600)0	2.6	0.65	12	1	0	0	0	0.5	-0.5	0	3
9902112	2	0.925	9882112	22	0	0	0					
9902112	2	0.0375	2112	111	0	0	0					
9902112	2	0.0375	2212	-211	0	0	0					
-9902112	Anti-N(2600)0	2.6	0.65	12	-1	0	0	0	0.5	0.5	0	3
-9902112	2	0.925	-9882112	22	0	0	0					
-9902112	2	0.0375	-2212	211	0	0	0					
-9902112	2	0.0375	-2112	111	0	0	0					
-9902212	Anti-N(2600)+	2.6	0.65	12	-1	0	0	0	0.5	-0.5	-1	3
-9902212	2	0.925	-9882212	22	0	0	0					
-9902212	2	0.0375	-2212	111	0	0	0					
-9902212	2	0.0375	-2112	-211	0	0	0					
9852216	N(2570)+	2.57	0.25	6	1	0	0	0	0.5	0.5	1	1
9852216	2	1.0	9882212	22	0	0	0					
9852116	N(2570)0	2.57	0.25	6	1	0	0	0	0.5	-0.5	0	1
9852116	2	1.0	9882112	22	0	0	0					
-9852116	Anti-N(2570)0	2.57	0.25	6	-1	0	0	0	0.5	0.5	0	1
-9852116	2	1.0	-9882112	22	0	0	0					
-9852216	Anti-N(2570)+	2.57	0.25	6	-1	0	0	0	0.5	-0.5	-1	1
-9852216	2	1.0	-9882212	22	0	0	0					
9903322	Ksi(2500)0	2.5	0.1	12	1	-2	0	0	0.5	0.5	0	11
9903322	3	0.014	3322	111	111	0	0					
9903322	3	0.013	3312	211	111	0	0					
9903322	3	0.013	3322	-211	211	0	0					
9903322	2	0.8	9913328	22	0	0	0					
9903322	2	0.04	3122	-311	0	0	0					
9903322	2	0.02	3212	-311	0	0	0					
9903322	2	0.02	3222	-321	0	0	0					
9903322	2	0.02	3312	211	0	0	0					
9903322	2	0.02	3314	211	0	0	0					
9903322	2	0.02	3322	111	0	0	0					
9903322	2	0.02	3324	111	0	0	0					
9903312	Ksi(2500)-	2.5	0.1	12	1	-2	0	0	0.5	-0.5	-1	11
9903312	3	0.014	3312	111	111	0	0					
9903312	3	0.013	3312	-211	211	0	0					
9903312	3	0.013	3322	-211	111	0	0					
9903312	2	0.8	9913318	22	0	0	0					
9903312	2	0.04	3122	-321	0	0	0					
9903312	2	0.02	3112	-311	0	0	0					
9903312	2	0.02	3212	-321	0	0	0					
9903312	2	0.02	3312	111	0	0	0					
9903312	2	0.02	3314	111	0	0	0					
9903312	2	0.02	3322	-211	0	0	0					
9903312	2	0.02	3324	-211	0	0	0					
-9903312	Anti-Ksi(2500)-	2.5	0.1	12	-1	2	0	0	0.5	0.5	1	11
-9903312	3	0.014	-3312	111	111	0	0					
-9903312	3	0.013	-3322	211	111	0	0					
-9903312	3	0.013	-3312	-211	211	0	0					
-9903312	2	0.8	-9913318	22	0	0	0					
-9903312	2	0.04	-3122	321	0	0	0					
-9903312	2	0.02	-3324	211	0	0	0					
-9903312	2	0.02	-3322	211	0	0	0					
-9903312	2	0.02	-3314	111	0	0	0					
-9903312	2	0.02	-3312	111	0	0	0					
-9903312	2	0.02	-3212	321	0	0	0					
-9903312	2	0.02	-3112	311	0	0	0					
-9903322	Anti-Ksi(2500)0	2.5	0.1	12	-1	2	0	0	0.5	-0.5	0	11
-9903322	3	0.014	-3322	111	111	0	0					
-9903322	3	0.013	-3322	-211	211	0	0					
-9903322	3	0.013	-3312	-211	111	0	0					
-9903322	2	0.8	-9913328	22	0	0	0					
-9903322	2	0.04	-3122	311	0	0	0					
-9903322	2	0.02	-3324	111	0	0	0					
-9903322	2	0.02	-3322	111	0	0	0					
-9903322	2	0.02	-3314	-211	0	0	0					
-9903322	2	0.02	-3312	-211	0	0	0					
-9903322	2	0.02	-3222	321	0	0	0					
-9903322	2	0.02	-3212	311	0	0	0					
9000329	K4(2500)+	2.49	0.25	9	0	1	0	0	0.5	0.5	1	2
9000329	2	0.9	329	22	0	0	0					
9000329	2	0.1	-3122	2212	0	0	0					
9000319	K4(2500)0	2.49	0.25	9	0	1	0	0	0.5	-0.5	0	2
9000319	2	0.9	319	22	0	0	0					
9000319	2	0.1	-3122	2112	0	0	0					
-9000319	Anti-K4(2500)0	2.49	0.25	9	0	-1	0	0	0.5	0.5	0	2
-9000319	2	0.9	-319	22	0	0	0					
-9000319	2	0.1	3122	-2112	0	0	0					
-9000329	Anti-K4(2500)+	2.49	0.25	9	0	-1	0	0	0.5	-0.5	-1	2
-9000329	2	0.9	-329	22	0	0	0					
-9000329	2	0.1	3122	-2212	0	0	0					
9903332	Omega(2470)	2.474	0.072	12	1	-3	0	0	0.0	0.0	-1	2
9903332	3	0.2	3334	-211	211	0	0					
9903332	2	0.8	9803336	22	0	0	0					
-9903332	Anti-Omega(2470)	2.474	0.072	12	-1	3	0	0	0.0	0.0	1	2
-9903332	3	0.2	-3334	-211	211	0	0					
-9903332	2	0.8	-9803336	22	0	0	0					
9912228	Delta(2400)++	2.47	0.57	10	1	0	0	0	1.5	1.5	2	2
9912228	2	0.94	9822228	22	0	0	0					
9912228	2	0.06	2212	211	0	0	0					
9912128	Delta(2400)+	2.47	0.57	10	1	0	0	0	1.5	0.5	1	3
9912128	2	0.94	9822218	22	0	0	0					
9912128	2	0.03	2112	211	0	0	0					
9912128	2	0.03	2212	111	0	0	0					
9911218	Delta(2400)0	2.47	0.57	10	1	0	0	0	1.5	-0.5	0	3
9911218	2	0.94	9822118	22	0	0	0					
9911218	2	0.03	2112	111	0	0	0					
9911218	2	0.03	2212	-211	0	0	0					
9911118	Delta(2400)-	2.47	0.57	10	1	0	0	0	1.5	-1.5	-1	2
9911118	2	0.94	9821118	22	0	0	0					
9911118	2	0.06	2112	-211	0	0	0					
-9911118	Anti-Delta(2400)-	2.47	0.57	10	-1	0	0	0	1.5	1.5	1	2
-9911118	2	0.94	-9821118	22	0	0	0					
-9911118	2	0.06	-2112	211	0	0	0					
-9911218	Anti-Delta(2400)0	2.47	0.57	10	-1	0	0	0	1.5	0.5	0	3
-9911218	2	0.94	-9822118	22	0	0	0					
-9911218	2	0.03	-2212	211	0	0	0					
-9911218	2	0.03	-2112	111	0	0	0					
-9912128	Anti-Delta(2400)+	2.47	0.57	10	-1	0	0	0	1.5	-0.5	-1	3
-9912128	2	0.94	-9822218	22	0	0	0					
-9912128	2	0.03	-2212	111	0	0	0					
-9912128	2	0.03	-2112	-211	0	0	0					
-9912228	Anti-Delta(2400)++	2.47	0.57	10	-1	0	0	0	1.5	-1.5	-2	2
-9912228	2	0.94	-9822228	22	0	0	0					
-9912228	2	0.06	-2212	-211	0	0	0					
8000223	f6(2510)	2.465	0.255	13	0	0	0	0	0.0	0.0	0	3
8000223	2	0.94	9090225	22	0	0	0					
8000223	2	0.04	-211	211	0	0	0					
8000223	2	0.02	111	111	0	0	0					
9893224	Sigma(2455)+	2.455	0.12	4	1	-1	0	0	1.0	1.0	1	2
9893224	2	0.7	9833226	22	0	0	0					
9893224	2	0.3	2212	-311	0	0	0					
9893214	Sigma(2455)0	2.455	0.12	4	1	-1	0	0	1.0	0.0	0	3
9893214	2	0.7	9833216	22	0	0	0					
9893214	2	0.15	2212	-321	0	0	0					
9893214	2	0.15	2112	-311	0	0	0					
9893114	Sigma(2455)-	2.455	0.12	4	1	-1	0	0	1.0	-1.0	-1	2
9893114	2	0.7	9833116	22	0	0	0					
9893114	2	0.3	2112	-321	0	0	0					
-9893114	Anti-Sigma(2455)-	2.455	0.12	4	-1	1	0	0	1.0	1.0	1	2
-9893114	2	0.7	-9833116	22	0	0	0					
-9893114	2	0.3	-2112	321	0	0	0					
-9893214	Anti-Sigma(2455)0	2.455	0.12	4	-1	1	0	0	1.0	0.0	0	3
-9893214	2	0.7	9833216	22	0	0	0					
-9893214	2	0.15	-2212	321	0	0	0					
-9893214	2	0.15	-2112	311	0	0	0					
-9893224	Anti-Sigma(2455)+	2.455	0.12	4	-1	1	0	0	1.0	-1.0	-1	2
-9893224	2	0.7	-9833226	22	0	0	0					
-9893224	2	0.3	-2212	311	0	0	0					
9902222	Delta(2420)++	2.45	0.5	12	1	0	0	0	1.5	1.5	2	2
9902222	2	0.9	9822228	22	0	0	0					
9902222	2	0.1	2212	211	0	0	0					
9902122	Delta(2420)+	2.45	0.5	12	1	0	0	0	1.5	0.5	1	3
9902122	2	0.9	9822218	22	0	0	0					
9902122	2	0.05	2112	211	0	0	0					
9902122	2	0.05	2212	111	0	0	0					
9901212	Delta(2420)0	2.45	0.5	12	1	0	0	0	1.5	-0.5	0	3
9901212	2	0.9	9822118	22	0	0	0					
9901212	2	0.05	2112	111	0	0	0					
9901212	2	0.05	2212	-211	0	0	0					
9901112	Delta(2420)-	2.45	0.5	12	1	0	0	0	1.5	-1.5	-1	2
9901112	2	0.9	9821118	22	0	0	0					
9901112	2	0.1	2112	-211	0	0	0					
-9901112	Anti-Delta(2420)-	2.45	0.5	12	-1	0	0	0	1.5	1.5	1	2
-9901112	2	0.9	-9821118	22	0	0	0					
-9901112	2	0.1	-2112	211	0	0	0					
-9901212	Anti-Delta(2420)0	2.45	0.5	12	-1	0	0	0	1.5	0.5	0	3
-9901212	2	0.9	-9822118	22	0	0	0					
-9901212	2	0.05	-2212	211	0	0	0					
-9901212	2	0.05	-2112	111	0	0	0					
-9902122	Anti-Delta(2420)+	2.45	0.5	12	-1	0	0	0	1.5	-0.5	-1	3
-9902122	2	0.9	-9822218	22	0	0	0					
-9902122	2	0.05	-2212	111	0	0	0					
-9902122	2	0.05	-2112	-211	0	0	0					
-9902222	Anti-Delta(2420)++	2.45	0.5	12	-1	0	0	0	1.5	-1.5	-2	2
-9902222	2	0.9	-9822228	22	0	0	0					
-9902222	2	0.1	-2212	-211	0	0	0					
9822228	Delta(2390)++	2.39	0.3	8	1	0	0	0	1.5	1.5	2	2
9822228	2	0.925	9832226	22	0	0	0					
9822228	2	0.075	2212	211	0	0	0					
9822218	Delta(2390)+	2.39	0.3	8	1	0	0	0	1.5	0.5	1	3
9822218	2	0.925	9832126	22	0	0	0					
9822218	2	0.0375	2112	211	0	0	0					
9822218	2	0.0375	2212	111	0	0	0					
9822118	Delta(2390)0	2.39	0.3	8	1	0	0	0	1.5	-0.5	0	3
9822118	2	0.925	9831216	22	0	0	0					
9822118	2	0.0375	2112	111	0	0	0					
9822118	2	0.0375	2212	-211	0	0	0					
9821118	Delta(2390)-	2.39	0.3	8	1	0	0	0	1.5	-1.5	-1	2
9821118	2	0.925	9831116	22	0	0	0					
9821118	2	0.075	2112	-211	0	0	0					
-9821118	Anti-Delta(2390)-	2.39	0.3	8	-1	0	0	0	1.5	1.5	1	2
-9821118	2	0.925	-9831116	22	0	0	0					
-9821118	2	0.075	-2112	211	0	0	0					
-9822118	Anti-Delta(2390)0	2.39	0.3	8	-1	0	0	0	1.5	0.5	0	3
-9822118	2	0.925	-9831216	22	0	0	0					
-9822118	2	0.0375	-2212	211	0	0	0					
-9822118	2	0.0375	-2112	111	0	0	0					
-9822218	Anti-Delta(2390)+	2.39	0.3	8	-1	0	0	0	1.5	-0.5	-1	3
-9822218	2	0.925	-9832126	22	0	0	0					
-9822218	2	0.0375	-2212	111	0	0	0					
-9822218	2	0.0375	-2112	-211	0	0	0					
-9822228	Anti-Delta(2390)++	2.39	0.3	8	-1	0	0	0	1.5	-1.5	-2	2
-9822228	2	0.925	-9832226	22	0	0	0					
-9822228	2	0.075	-2212	-211	0	0	0					
9803336	Omega(2380)	2.384	0.026	10	1	-3	0	0	0.0	0.0	-1	9
9803336	3	0.017	3312	-321	211	0	0					
9803336	3	0.017	3312	-311	111	0	0					
9803336	3	0.017	3322	-321	111	0	0					
9803336	3	0.017	3322	-311	-211	0	0					
9803336	2	0.8	203338	22	0	0	0					
9803336	2	0.033	3312	-313	0	0	0					
9803336	2	0.033	3314	-311	0	0	0					
9803336	2	0.033	3322	-323	0	0	0					
9803336	2	0.033	3324	-321	0	0	0					
-9803336	Anti-Omega(2380)	2.384	0.026	10	-1	3	0	0	0.0	0.0	1	9
-9803336	3	0.017	-3322	311	211	0	0					
-9803336	3	0.017	-3322	321	111	0	0					
-9803336	3	0.017	-3312	311	111	0	0					
-9803336	3	0.017	-3312	321	-211	0	0					
-9803336	2	0.8	-203338	22	0	0	0					
-9803336	2	0.033	-3324	321	0	0	0					
-9803336	2	0.033	-3322	323	0	0	0					
-9803336	2	0.033	-3314	311	0	0	0					
-9803336	2	0.033	-3312	313	0	0	0					
8200323	K5*(2380)+	2.382	0.178	11	0	1	0	0	0.5	0.5	1	3
8200323	2	0.939	329	22	0	0	0					
8200323	2	0.0305	311	211	0	0	0					
8200323	2	0.0305	321	111	0	0	0					
8200313	K5*(2380)0	2.382	0.178	11	0	1	0	0	0.5	-0.5	0	3
8200313	2	0.939	319	22	0	0	0					
8200313	2	0.0305	311	111	0	0	0					
8200313	2	0.0305	321	-211	0	0	0					
-8200313	Anti-K5*(2380)0	2.382	0.178	11	0	-1	0	0	0.5	0.5	0	3
-8200313	2	0.939	-319	22	0	0	0					
-8200313	2	0.0305	-321	211	0	0	0					
-8200313	2	0.0305	-311	111	0	0	0					
-8200323	Anti-K5*(2380)+	2.382	0.178	11	0	-1	0	0	0.5	-0.5	-1	3
-8200323	2	0.939	-329	22	0	0	0					
-8200323	2	0.0305	-321	111	0	0	0					
-8200323	2	0.0305	-311	-211	0	0	0					
9913328	Ksi(2370)0	2.37	0.08	10	1	-2	0	0	0.5	0.5	0	8
9913328	3	0.05	3122	-321	211	0	0					
9913328	3	0.05	3122	-311	111	0	0					
9913328	3	0.02	3112	-311	211	0	0					
9913328	3	0.02	3212	-321	211	0	0					
9913328	3	0.02	3212	-311	111	0	0					
9913328	3	0.02	3222	-321	111	0	0					
9913328	3	0.02	3222	-311	-211	0	0					
9913328	2	0.8	9803328	22	0	0	0					
9913318	Ksi(2370)-	2.37	0.08	10	1	-2	0	0	0.5	-0.5	-1	8
9913318	3	0.05	3122	-321	111	0	0					
9913318	3	0.05	3122	-311	-211	0	0					
9913318	3	0.02	3112	-321	211	0	0					
9913318	3	0.02	3112	-311	111	0	0					
9913318	3	0.02	3212	-321	111	0	0					
9913318	3	0.02	3212	-311	-211	0	0					
9913318	3	0.02	3222	-321	-211	0	0					
9913318	2	0.8	9803318	22	0	0	0					
-9913318	Anti-Ksi(2370)-	2.37	0.08	10	-1	2	0	0	0.5	0.5	1	8
-9913318	3	0.05	-3122	311	211	0	0					
-9913318	3	0.05	-3122	321	111	0	0					
-9913318	3	0.02	-3222	321	211	0	0					
-9913318	3	0.02	-3212	311	211	0	0					
-9913318	3	0.02	-3212	321	111	0	0					
-9913318	3	0.02	-3112	311	111	0	0					
-9913318	3	0.02	-3112	321	-211	0	0					
-9913318	2	0.8	-9803318	22	0	0	0					
-9913328	Anti-Ksi(2370)0	2.37	0.08	10	-1	2	0	0	0.5	-0.5	0	8
-9913328	3	0.05	-3122	311	111	0	0					
-9913328	3	0.05	-3122	321	-211	0	0					
-9913328	3	0.02	-3222	311	211	0	0					
-9913328	3	0.02	-3222	321	111	0	0					
-9913328	3	0.02	-3212	311	111	0	0					
-9913328	3	0.02	-3212	321	-211	0	0					
-9913328	3	0.02	-3112	311	-211	0	0					
-9913328	2	0.8	-9803328	22	0	0	0					
9903128	Lambda(2350)	2.35	0.15	10	1	-1	0	0	0.0	0.0	0	6
9903128	2	0.78	3128	22	0	0	0					
9903128	2	0.06	2112	-311	0	0	0					
9903128	2	0.06	2212	-321	0	0	0					
9903128	2	0.0334	3212	111	0	0	0					
9903128	2	0.0333	3112	211	0	0	0					
9903128	2	0.0333	3222	-211	0	0	0					
9832226	Delta(2350)++	2.35	0.35	6	1	0	0	0	1.5	1.5	2	2
9832226	2	0.84	9902228	22	0	0	0					
9832226	2	0.16	2212	211	0	0	0					
9832126	Delta(2350)+	2.35	0.35	6	1	0	0	0	1.5	0.5	1	3
9832126	2	0.84	9902128	22	0	0	0					
9832126	2	0.08	2112	211	0	0	0					
9832126	2	0.08	2212	111	0	0	0					
9831216	Delta(2350)0	2.35	0.35	6	1	0	0	0	1.5	-0.5	0	3
9831216	2	0.84	9901218	22	0	0	0					
9831216	2	0.08	2112	111	0	0	0					
9831216	2	0.08	2212	-211	0	0	0					
9831116	Delta(2350)-	2.35	0.35	6	1	0	0	0	1.5	-1.5	-1	2
9831116	2	0.84	9901118	22	0	0	0					
9831116	2	0.16	2112	-211	0	0	0					
-9831116	Anti-Delta(2350)-	2.35	0.35	6	-1	0	0	0	1.5	1.5	1	2
-9831116	2	0.84	-9901118	22	0	0	0					
-9831116	2	0.16	-2112	211	0	0	0					
-9831216	Anti-Delta(2350)0	2.35	0.35	6	-1	0	0	0	1.5	0.5	0	3
-9831216	2	0.84	-9901218	22	0	0	0					
-9831216	2	0.08	-2212	211	0	0	0					
-9831216	2	0.08	-2112	111	0	0	0					
-9832126	Anti-Delta(2350)+	2.35	0.35	6	-1	0	0	0	1.5	-0.5	-1	3
-9832126	2	0.84	-9902128	22	0	0	0					
-9832126	2	0.08	-2212	111	0	0	0					
-9832126	2	0.08	-2112	-211	0	0	0					
-9832226	Anti-Delta(2350)++	2.35	0.35	6	-1	0	0	0	1.5	-1.5	-2	2
-9832226	2	0.84	-9902228	22	0	0	0					
-9832226	2	0.16	-2212	-211	0	0	0					
-9903128	Anti-Lambda(2350)	2.35	0.15	10	-1	1	0	0	0.0	0.0	0	6
-9903128	2	0.78	-3128	22	0	0	0					
-9903128	2	0.06	-2212	321	0	0	0					
-9903128	2	0.06	-2112	311	0	0	0					
-9903128	2	0.0334	-3212	111	0	0	0					
-9903128	2	0.0333	-3222	211	0	0	0					
-9903128	2	0.0333	-3112	-211	0	0	0					
9090225	f2(2340)	2.345	0.322	5	0	0	0	0	0.0	0.0	0	3
9090225	2	0.8	7200333	22	0	0	0					
9090225	2	0.1	221	221	0	0	0					
9090225	2	0.1	333	333	0	0	0					
7300221	X(2370)	2.3416	0.117	1	0	0	0	0	0.0	0.0	0	3
7300221	3	0.334	211	-211	331	0	0					
7300221	3	0.333	321	-321	331	0	0					
7300221	3	0.333	311	-311	331	0	0					
8000211	rho5(2350)+	2.33	0.4	11	0	0	0	0	1.0	1.0	1	1
8000211	2	1.0	219	22	0	0	0					
8000111	rho5(2350)0	2.33	0.4	11	0	0	0	0	1.0	0.0	0	1
8000111	2	1.0	119	22	0	0	0					
-8000211	Anti-rho5(2350)+	2.33	0.4	11	0	0	0	0	1.0	-1.0	-1	1
-8000211	2	1.0	-219	22	0	0	0					
9853124	Lambda(2325)	2.325	0.168	4	1	-1	0	0	0.0	0.0	0	4
9853124	2	0.78	23126	22	0	0	0					
9853124	2	0.1	2112	-311	0	0	0					
9853124	2	0.1	2212	-321	0	0	0					
9853124	2	0.02	3122	223	0	0	0					
-9853124	Anti-Lambda(2325)	2.325	0.168	4	-1	1	0	0	0.0	0.0	0	4
-9853124	2	0.78	-23126	22	0	0	0					
-9853124	2	0.1	-2212	321	0	0	0					
-9853124	2	0.1	-2112	311	0	0	0					
-9853124	2	0.02	-3122	223	0	0	0					
9010327	K3(2320)+	2.324	0.15	7	0	1	0	0	0.5	0.5	1	2
9010327	2	0.99	9020325	22	0	0	0					
9010327	2	0.01	-3122	2212	0	0	0					
9010317	K3(2320)0	2.324	0.15	7	0	1	0	0	0.5	-0.5	0	2
9010317	2	0.99	9020315	22	0	0	0					
9010317	2	0.01	-3122	2112	0	0	0					
7030331	f0(2330)	2.324	0.194	1	0	0	0	0	0.0	0.0	0	1
7030331	2	1.0	7200333	22	0	0	0					
-9010317	Anti-K3(2320)0	2.324	0.15	7	0	-1	0	0	0.5	0.5	0	2
-9010317	2	0.99	-9020315	22	0	0	0					
-9010317	2	0.01	3122	-2112	0	0	0					
-9010327	Anti-K3(2320)+	2.324	0.15	7	0	-1	0	0	0.5	-0.5	-1	2
-9010327	2	0.99	-9020325	22	0	0	0					
-9010327	2	0.01	3122	-2212	0	0	0					
9010229	f4(2300)	2.32	0.25	9	0	0	0	0	0.0	0.0	0	12
9010229	3	0.0186	221	-211	211	0	0					
9010229	3	0.0094	221	111	111	0	0					
9010229	2	0.8	337	22	0	0	0					
9010229	2	0.04	-213	213	0	0	0					
9010229	2	0.028	223	223	0	0	0					
9010229	2	0.02	113	113	0	0	0					
9010229	2	0.0186	-211	211	0	0	0					
9010229	2	0.014	-2212	2212	0	0	0					
9010229	2	0.014	-2112	2112	0	0	0					
9010229	2	0.014	-321	321	0	0	0					
9010229	2	0.014	-311	311	0	0	0					
9010229	2	0.0094	111	111	0	0	0					
9902228	Delta(2300)++	2.308	0.36	10	1	0	0	0	1.5	1.5	2	2
9902228	2	0.955	9812228	22	0	0	0					
9902228	2	0.045	2212	211	0	0	0					
9902128	Delta(2300)+	2.308	0.36	10	1	0	0	0	1.5	0.5	1	3
9902128	2	0.955	9812218	22	0	0	0					
9902128	2	0.0225	2112	211	0	0	0					
9902128	2	0.0225	2212	111	0	0	0					
9901218	Delta(2300)0	2.308	0.36	10	1	0	0	0	1.5	-0.5	0	3
9901218	2	0.955	9812118	22	0	0	0					
9901218	2	0.0225	2112	111	0	0	0					
9901218	2	0.0225	2212	-211	0	0	0					
9901118	Delta(2300)-	2.308	0.36	10	1	0	0	0	1.5	-1.5	-1	2
9901118	2	0.955	9811118	22	0	0	0					
